GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
GitHub API for Java,org.kohsuke.github,GHEventPayload.Release,0,6,0,0,0,3,0,2,0,2
GitHub API for Java,org.kohsuke.github,GHCommitFileIterable,1,74,2,4,0,16,2,4,0,3
GitHub API for Java,org.kohsuke.github,GHAuthenticatedAppInstallation,0,22,0,0,0,4,0,2,0,2
GitHub API for Java,org.kohsuke.github,GHIssueCommentQueryBuilder,0,47,0,0,0,8,0,5,0,5
GitHub API for Java,org.kohsuke.github,GHWorkflowJobsIterable.new Iterator() {...},0,32,1,1,0,6,1,3,0,3
GitHub API for Java,org.kohsuke.github,GitHub,137,894,2,36,23,156,11,85,9,68
GitHub API for Java,org.kohsuke.github,GHPullRequestChanges,0,12,0,0,0,5,0,4,0,4
GitHub API for Java,org.kohsuke.github,GHRepositoryStatistics,20,101,7,1,7,23,4,9,0,9
GitHub API for Java,org.kohsuke.github,GitHubInteractiveObject,0,29,0,4,0,8,0,6,0,4
GitHub API for Java,org.kohsuke.github,GHRepositoryRule.Type,0,105,0,0,0,18,0,1,0,1
GitHub API for Java,org.kohsuke.github,GHBranchProtection.RequiredSignatures,6,0,0,0,2,0,2,0,2,0
GitHub API for Java,org.kohsuke.github,GitCommit.Tree,0,9,0,0,0,3,0,3,0,3
GitHub API for Java,org.kohsuke.github,GHRepositoryDiscussion.Category,3,32,0,0,1,11,1,10,1,10
GitHub API for Java,org.kohsuke.github,GHEventPayload.TeamAdd,10,22,2,2,2,9,2,3,0,3
GitHub API for Java,org.kohsuke.github,GHDeploymentState,0,45,0,0,0,8,0,1,0,1
GitHub API for Java,org.kohsuke.github,GHRepositoryTrafficReferralBase,0,18,0,0,0,8,0,4,0,4
GitHub API for Java,org.kohsuke.github,GHIssueBuilder,9,95,5,3,3,23,5,6,1,6
GitHub API for Java,org.kohsuke.github,GHDiscussion.Updater,0,17,0,0,0,3,0,1,0,1
GitHub API for Java,org.kohsuke.github,GitHub.LoginLoadingUserAuthorizationProvider,1,42,1,3,1,14,1,4,0,3
GitHub API for Java,org.kohsuke.github,GHRepositoryTrafficTopReferralSources,0,14,0,0,0,6,0,3,0,3
GitHub API for Java,org.kohsuke.github,GHRepositoryTraffic.DailyInfo,0,27,0,0,0,10,0,5,0,5
GitHub API for Java,org.kohsuke.github,GHContent,62,243,4,4,12,56,9,26,5,26
GitHub API for Java,org.kohsuke.github,GHDiscussionBuilder,0,44,0,2,0,9,0,5,0,4
GitHub API for Java,org.kohsuke.github,GHIssueQueryBuilder.ForRepository,0,64,0,0,0,13,0,8,0,8
GitHub API for Java,org.kohsuke.github,GHNotificationStream,28,72,1,1,6,20,4,7,3,7
GitHub API for Java,org.kohsuke.github,GHWorkflow,18,132,1,3,2,27,1,15,0,14
GitHub API for Java,org.kohsuke.github,GHWorkflowRun,20,309,5,9,3,52,5,38,0,36
GitHub API for Java,org.kohsuke.github,GHRepositorySearchBuilder.RepositorySearchResult,0,20,0,2,0,2,0,2,0,1
GitHub API for Java,org.kohsuke.github,GHCommitFilesPage,6,6,0,0,3,3,1,2,1,2
GitHub API for Java,org.kohsuke.github,GHBranchProtection.AllowForkSyncing,0,6,0,0,0,3,0,2,0,2
GitHub API for Java,org.kohsuke.github,GHEventPayload.IssueComment,0,31,1,1,0,11,1,5,0,5
GitHub API for Java,org.kohsuke.github,GHTreeBuilder.DeleteTreeEntry,0,9,0,0,0,3,0,1,0,1
GitHub API for Java,org.kohsuke.github,GHRepositoryStatistics.CommitActivity,0,13,0,0,0,5,0,4,0,4
GitHub API for Java,org.kohsuke.github,GHRepositoryVariable,8,71,0,0,4,16,2,9,2,9
GitHub API for Java,org.kohsuke.github,GitHubAbuseLimitHandler,0,93,0,18,0,18,0,17,0,8
GitHub API for Java,org.kohsuke.github,GHPullRequestCommitDetail,30,11,0,0,7,5,5,3,5,3
GitHub API for Java,org.kohsuke.github,GHHooks.Context,29,109,4,2,4,21,3,5,0,5
GitHub API for Java,org.kohsuke.github,GHRepositoryChanges.FromName,0,6,0,0,0,3,0,2,0,2
GitHub API for Java,org.kohsuke.github,GHCheckRun,5,136,3,7,1,30,3,20,0,18
GitHub API for Java,org.kohsuke.github,GHPullRequestReviewComment.Side,0,27,0,0,0,5,0,2,0,2
GitHub API for Java,org.kohsuke.github,GHRepositoryDiscussion,3,58,0,0,1,16,1,15,1,15
GitHub API for Java,org.kohsuke.github,GHEventPayload.WorkflowJob,10,22,2,2,2,9,2,3,0,3
GitHub API for Java,org.kohsuke.github,GHAppInstallation.GHAppInstallationRepositoryResult,0,3,0,0,0,1,0,1,0,1
GitHub API for Java,org.kohsuke.github,GHIssueStateReason,0,21,0,0,0,4,0,1,0,1
GitHub API for Java,org.kohsuke.github,GHWorkflowsPage,3,27,0,2,1,4,1,3,1,2
GitHub API for Java,org.kohsuke.github,GHRepositoryViewTraffic,0,18,0,0,0,7,0,4,0,4
GitHub API for Java,org.kohsuke.github,GHBranchProtection.AllowDeletions,0,6,0,0,0,3,0,2,0,2
GitHub API for Java,org.kohsuke.github,GHPullRequestFileDetail,39,0,0,0,13,0,12,0,12,0
GitHub API for Java,org.kohsuke.github,GHCommitPointer,12,22,1,1,3,7,3,5,2,5
GitHub API for Java,org.kohsuke.github,GHTeam.Privacy,0,21,0,0,0,4,0,1,0,1
GitHub API for Java,org.kohsuke.github,GHCommit.ShortInfo,12,24,2,2,4,8,2,4,1,3
GitHub API for Java,org.kohsuke.github,GitHubRequest.Builder,9,383,2,22,2,84,2,39,0,29
GitHub API for Java,org.kohsuke.github,GitHubPageContentsIterable.GitHubPageContentsIterator,0,13,0,0,0,4,0,2,0,2
GitHub API for Java,org.kohsuke.github,GHProjectsV2ItemChanges.FieldType,0,39,0,0,0,7,0,1,0,1
GitHub API for Java,org.kohsuke.github,GitHubRateLimitHandler,0,26,0,4,0,6,0,5,0,3
GitHub API for Java,org.kohsuke.github,GHCompare.GHCompareCommitsIterable.new Iterator() {...},0,29,0,2,0,6,0,4,0,3
GitHub API for Java,org.kohsuke.github,GHHook,2,71,1,3,0,14,1,8,0,7
GitHub API for Java,org.kohsuke.github,GHEventPayload.Installation.Repository,0,18,0,0,0,7,0,6,0,6
GitHub API for Java,org.kohsuke.github,GHProjectsV2ItemChanges.FieldValue,0,13,0,0,0,4,0,3,0,3
GitHub API for Java,org.kohsuke.github,GHReleaseBuilder,16,86,0,0,4,18,2,8,2,8
GitHub API for Java,org.kohsuke.github,GHEventPayload.Push.PushCommit,6,35,0,0,2,12,2,10,2,10
GitHub API for Java,org.kohsuke.github,GHIssueChanges,0,9,0,0,0,4,0,3,0,3
GitHub API for Java,org.kohsuke.github,GHIssueComment,43,117,1,3,11,26,4,12,3,11
GitHub API for Java,org.kohsuke.github,GHEventPayload.PullRequestReviewComment,5,34,2,2,1,12,2,5,0,5
GitHub API for Java,org.kohsuke.github,GHCheckRun.AnnotationLevel,0,21,0,0,0,4,0,1,0,1
GitHub API for Java,org.kohsuke.github,GHDiscussion,9,173,8,10,3,31,9,19,1,18
GitHub API for Java,org.kohsuke.github,GHCompare.Tree,0,9,0,0,0,4,0,3,0,3
GitHub API for Java,org.kohsuke.github,GHProject.ProjectStateFilter,0,21,0,0,0,4,0,1,0,1
GitHub API for Java,org.kohsuke.github,GHDeployKey,9,97,0,0,3,24,3,10,3,10
GitHub API for Java,org.kohsuke.github,GHObject,0,49,0,2,0,14,0,11,0,10
GitHub API for Java,org.kohsuke.github,GHCommitBuilder.UserInfo,3,28,1,1,0,8,1,1,0,1
GitHub API for Java,org.kohsuke.github,GHExternalGroupIterable,0,32,0,0,0,8,0,3,0,3
GitHub API for Java,org.kohsuke.github,GHEventPayload.ProjectsV2Item,0,9,0,0,0,4,0,3,0,3
GitHub API for Java,org.kohsuke.github,GHWorkflowJobsIterable,0,31,0,0,0,7,0,3,0,3
GitHub API for Java,org.kohsuke.github,GHOrganization.RepositoryRole,0,19,0,0,0,6,0,4,0,4
GitHub API for Java,org.kohsuke.github,Refreshable,0,5,0,2,0,3,0,2,0,1
GitHub API for Java,org.kohsuke.github,GHReaction,0,9,0,0,0,4,0,3,0,3
GitHub API for Java,org.kohsuke.github,GHIssue,133,580,6,14,35,125,17,56,13,50
GitHub API for Java,org.kohsuke.github,GHRepositoryRule.BooleanParameter,0,9,0,0,0,3,0,2,0,2
GitHub API for Java,org.kohsuke.github,GHRepositoryRule.Parameter,0,21,0,2,0,7,0,4,0,3
GitHub API for Java,org.kohsuke.github,GHAppCreateTokenBuilder,0,76,0,2,0,15,0,6,0,5
GitHub API for Java,org.kohsuke.github,GHBranchProtection.RequiredReviews,6,15,0,0,2,6,2,5,2,5
GitHub API for Java,org.kohsuke.github,GHEnterpriseManagedUsersException,0,11,0,0,0,4,0,2,0,2
GitHub API for Java,org.kohsuke.github,GHPullRequestReview,30,115,0,2,10,29,3,14,3,13
GitHub API for Java,org.kohsuke.github,GHCheckRunBuilder,5,273,6,16,1,61,6,18,0,13
GitHub API for Java,org.kohsuke.github,GHDeployment,8,79,0,0,2,20,2,17,2,17
GitHub API for Java,org.kohsuke.github,GHOrganization.Role,0,15,0,0,0,3,0,1,0,1
GitHub API for Java,org.kohsuke.github,GHCheckRunBuilder.Output,0,44,1,3,0,14,1,5,0,4
GitHub API for Java,org.kohsuke.github,GHMembership,24,36,1,1,3,9,3,6,2,6
GitHub API for Java,org.kohsuke.github,GHPullRequestReviewBuilder.SingleLineDraftReviewComment,0,21,0,0,0,8,0,4,0,4
GitHub API for Java,org.kohsuke.github,GHRepository.Visibility,0,38,0,0,0,7,0,3,0,3
GitHub API for Java,org.kohsuke.github,GHRepositoryTrafficTopReferralPath,0,20,0,0,0,8,0,4,0,4
GitHub API for Java,org.kohsuke.github,GHRepositoryRule.StringParameter,0,9,0,0,0,3,0,2,0,2
GitHub API for Java,org.kohsuke.github,GHRateLimit.Record,11,202,5,29,3,43,4,25,0,12
GitHub API for Java,org.kohsuke.github,GHFork,0,35,0,0,0,8,0,3,0,3
GitHub API for Java,org.kohsuke.github,GHMyself.RepositoryListFilter,0,33,0,0,0,6,0,1,0,1
GitHub API for Java,org.kohsuke.github,GHWorkflowJob,18,113,1,1,2,27,1,21,0,21
GitHub API for Java,org.kohsuke.github,GHGistFile,12,12,0,0,4,5,4,4,4,4
GitHub API for Java,org.kohsuke.github,GHExternalGroup.GHLinkedTeam,0,9,0,0,0,4,0,3,0,3
GitHub API for Java,org.kohsuke.github,GHCompare.GHCompareCommitsIterable,2,69,1,1,1,12,1,4,0,4
GitHub API for Java,org.kohsuke.github,GHBranchProtection.Check,0,18,0,0,0,8,0,4,0,4
GitHub API for Java,org.kohsuke.github,GHContentUpdateResponse,0,9,0,0,0,4,0,3,0,3
GitHub API for Java,org.kohsuke.github,GHTreeEntry,9,55,3,3,4,13,4,9,1,9
GitHub API for Java,org.kohsuke.github,GitHubPageIterator,18,168,4,20,3,46,4,17,0,9
GitHub API for Java,org.kohsuke.github,GHCompare,8,113,0,4,2,26,0,18,0,16
GitHub API for Java,org.kohsuke.github,GHLabel,28,163,5,11,3,37,6,20,1,17
GitHub API for Java,org.kohsuke.github,GHProjectColumn,56,136,2,2,10,27,5,11,4,10
GitHub API for Java,org.kohsuke.github,GHCheckRunBuilder.Action,0,12,0,0,0,5,0,1,0,1
GitHub API for Java,org.kohsuke.github,GHEventPayload.Push,3,38,0,0,1,14,1,12,1,12
GitHub API for Java,org.kohsuke.github,MarkdownMode,0,20,0,0,0,4,0,2,0,2
GitHub API for Java,org.kohsuke.github,GHPullRequestReviewBuilder,17,86,0,0,4,18,2,6,2,6
GitHub API for Java,org.kohsuke.github,GHBranchProtection.Restrictions,20,0,0,0,7,0,6,0,6,0
GitHub API for Java,org.kohsuke.github,GHAuthenticatedAppInstallation.GHAuthenticatedAppInstallationRepositoryResult,0,3,0,0,0,1,0,1,0,1
GitHub API for Java,org.kohsuke.github,GHWorkflowJobQueryBuilder,0,55,0,0,0,9,0,4,0,4
GitHub API for Java,org.kohsuke.github,GHOrganization.Permission,0,39,0,0,0,7,0,1,0,1
GitHub API for Java,org.kohsuke.github,GHMarketplacePlan,9,43,0,0,3,13,3,12,3,12
GitHub API for Java,org.kohsuke.github,GHMemberChanges,0,9,0,0,0,4,0,3,0,3
GitHub API for Java,org.kohsuke.github,GHEventPayload.Delete,0,9,0,0,0,4,0,3,0,3
GitHub API for Java,org.kohsuke.github,HttpException,26,57,2,0,7,19,3,6,2,6
GitHub API for Java,org.kohsuke.github,GHCommitComment,17,171,3,3,1,38,4,16,1,16
GitHub API for Java,org.kohsuke.github,GHIssueRename,0,15,0,0,0,6,0,3,0,3
GitHub API for Java,org.kohsuke.github,GHCommit.Stats,0,3,0,0,0,2,0,1,0,1
GitHub API for Java,org.kohsuke.github,GHRepositoryRule.SecurityAlertsThreshold,0,33,0,0,0,6,0,1,0,1
GitHub API for Java,org.kohsuke.github,GHRef.GHObject,0,13,0,0,0,5,0,4,0,4
GitHub API for Java,org.kohsuke.github,GHTag,6,19,1,1,2,7,3,3,2,3
GitHub API for Java,org.kohsuke.github,GHRepositorySearchBuilder.Sort,0,21,0,0,0,4,0,1,0,1
GitHub API for Java,org.kohsuke.github,GHEventPayload.Member,0,9,0,0,0,4,0,3,0,3
GitHub API for Java,org.kohsuke.github,GHCheckSuite.HeadCommit,0,22,0,0,0,8,0,7,0,7
GitHub API for Java,org.kohsuke.github,PagedIterator,15,122,4,18,3,27,4,14,0,7
GitHub API for Java,org.kohsuke.github,GHAppInstallationToken,0,21,0,0,0,7,0,6,0,6
GitHub API for Java,org.kohsuke.github,GHArtifactsPage,3,27,0,2,1,4,1,3,1,2
GitHub API for Java,org.kohsuke.github,GHRepository.CollaboratorAffiliation,0,21,0,0,0,4,0,1,0,1
GitHub API for Java,org.kohsuke.github,PagedIterable,2,109,1,5,1,28,1,10,0,8
GitHub API for Java,org.kohsuke.github,GHMarketplacePurchase,0,27,0,0,0,9,0,8,0,8
GitHub API for Java,org.kohsuke.github,GHWorkflowsIterable.new Iterator() {...},0,32,1,1,0,6,1,3,0,3
GitHub API for Java,org.kohsuke.github,GHEventPayload.Deployment,0,19,1,1,0,8,1,3,0,3
GitHub API for Java,org.kohsuke.github,GHDeploymentStatusBuilder,8,74,0,0,2,17,1,6,1,6
GitHub API for Java,org.kohsuke.github,GHTeamChanges.FromString,0,6,0,0,0,3,0,2,0,2
GitHub API for Java,org.kohsuke.github,GHBranchProtection.RequiredConversationResolution,0,6,0,0,0,3,0,2,0,2
GitHub API for Java,org.kohsuke.github,GHEventPayload.Push.Pusher,0,9,0,0,0,4,0,3,0,3
GitHub API for Java,org.kohsuke.github,GHProjectsV2ItemChanges,0,12,0,0,0,5,0,4,0,4
GitHub API for Java,org.kohsuke.github,RateLimitChecker,4,52,1,1,2,13,2,3,1,3
GitHub API for Java,org.kohsuke.github,GHRepositoryChanges,0,9,0,0,0,4,0,3,0,3
GitHub API for Java,org.kohsuke.github,GHEventInfo,7,146,1,3,1,30,2,12,1,11
GitHub API for Java,org.kohsuke.github,GHAppInstallation,4,124,0,0,1,23,1,19,1,19
GitHub API for Java,org.kohsuke.github,GitHubClient.RetryRequestException,0,10,0,0,0,5,0,2,0,2
GitHub API for Java,org.kohsuke.github,GHRepositoryCloneTraffic,0,20,0,0,0,7,0,4,0,4
GitHub API for Java,org.kohsuke.github,GHRepositoryDiscussionComment,0,25,0,0,0,8,0,7,0,7
GitHub API for Java,org.kohsuke.github,GHBranchProtectionBuilder.StatusChecks,0,8,0,0,0,2,0,1,0,1
GitHub API for Java,org.kohsuke.github,GHRepositoryRule.Parameters.new GHRepositoryRule.Parameter() {...},0,9,0,0,0,2,0,2,0,2
GitHub API for Java,org.kohsuke.github,GHRepositoryRule.Parameters.new GHRepositoryRule.ListParameter() {...},0,9,0,0,0,2,0,2,0,2
GitHub API for Java,org.kohsuke.github,GHRepositoryRule.Parameters.new GHRepositoryRule.ListParameter() {...},0,9,0,0,0,2,0,2,0,2
GitHub API for Java,org.kohsuke.github,GHRepositoryRule.Parameters.new GHRepositoryRule.ListParameter() {...},0,9,0,0,0,2,0,2,0,2
GitHub API for Java,org.kohsuke.github,GHRepositoryRule.Parameters.new GHRepositoryRule.ListParameter() {...},0,9,0,0,0,2,0,2,0,2
GitHub API for Java,org.kohsuke.github,GHMarketplaceListAccountBuilder.Sort,0,15,0,0,0,3,0,1,0,1
GitHub API for Java,org.kohsuke.github,AbstractBuilder,15,58,4,6,2,16,3,6,0,4
GitHub API for Java,org.kohsuke.github,GHEventInfo.GHEventRepository,0,3,0,0,0,2,0,1,0,1
GitHub API for Java,org.kohsuke.github,GHNotExternallyManagedEnterpriseException,0,6,0,0,0,2,0,1,0,1
GitHub API for Java,org.kohsuke.github,GHLabel.Updater,0,16,0,0,0,3,0,1,0,1
GitHub API for Java,org.kohsuke.github,GHTeamChanges.FromPrivacy,0,10,0,0,0,3,0,2,0,2
GitHub API for Java,org.kohsuke.github,GHRequestedAction,17,0,0,0,7,0,5,0,5,0
GitHub API for Java,org.kohsuke.github,GitHubClient,171,1203,30,116,39,283,29,106,4,57
GitHub API for Java,org.kohsuke.github,GHCompare.Status,0,27,0,0,0,5,0,1,0,1
GitHub API for Java,org.kohsuke.github,GHHooks.OrgContext,2,27,0,0,1,6,1,4,1,4
GitHub API for Java,org.kohsuke.github,GHRelease,39,173,3,1,8,32,7,21,5,21
GitHub API for Java,org.kohsuke.github,GHIssueQueryBuilder.Sort,0,21,0,0,0,4,0,1,0,1
GitHub API for Java,org.kohsuke.github,GHBranchProtection.LockBranch,0,6,0,0,0,3,0,2,0,2
GitHub API for Java,org.kohsuke.github,GitHubResponse,19,130,1,7,7,36,2,13,1,10
GitHub API for Java,org.kohsuke.github,GHCheckRunBuilder.Image,0,14,0,0,0,6,0,2,0,2
GitHub API for Java,org.kohsuke.github,GHUserSearchBuilder.UserSearchResult,0,3,0,0,0,1,0,1,0,1
GitHub API for Java,org.kohsuke.github,GitHubBuilder,60,209,8,8,18,55,8,21,2,19
GitHub API for Java,org.kohsuke.github,GHEventPayload.PullRequestReview,5,31,2,2,1,11,2,4,0,4
GitHub API for Java,org.kohsuke.github,GHIssueSearchBuilder.IssueSearchResult,0,20,0,2,0,2,0,2,0,1
GitHub API for Java,org.kohsuke.github,GitHub.AuthorizationRefreshGitHubWrapper,11,23,1,1,3,6,1,2,0,2
GitHub API for Java,org.kohsuke.github,GHFileNotFoundException,7,17,0,0,3,7,2,3,2,3
GitHub API for Java,org.kohsuke.github,GHCheckRunBuilder.Annotation,15,34,0,0,6,11,3,3,3,3
GitHub API for Java,org.kohsuke.github,GHAppFromManifest,0,15,0,0,0,6,0,5,0,5
GitHub API for Java,org.kohsuke.github,GitHubRequest.Entry,0,9,0,0,0,4,0,1,0,1
GitHub API for Java,org.kohsuke.github,GHEventPayload.Label,0,9,0,0,0,4,0,3,0,3
GitHub API for Java,org.kohsuke.github,GHTeamChanges.FromRepository,0,6,0,0,0,3,0,2,0,2
GitHub API for Java,org.kohsuke.github,GHProjectsV2ItemChanges.FromTo,0,9,0,0,0,4,0,3,0,3
GitHub API for Java,org.kohsuke.github,GHRepository,643,2487,38,56,130,470,73,208,43,191
GitHub API for Java,org.kohsuke.github,GHHooks.RepoContext,0,38,0,0,0,8,0,5,0,5
GitHub API for Java,org.kohsuke.github,GHRepository.Setter,0,26,0,0,0,4,0,1,0,1
GitHub API for Java,org.kohsuke.github,GHCommentAuthorAssociation,0,51,0,0,0,9,0,1,0,1
GitHub API for Java,org.kohsuke.github,GHCheckSuite,5,114,4,10,2,25,5,18,1,15
GitHub API for Java,org.kohsuke.github,GHStargazer,0,17,0,0,0,7,0,5,0,5
GitHub API for Java,org.kohsuke.github,GHPullRequest.AutoMerge,0,15,0,0,0,6,0,5,0,5
GitHub API for Java,org.kohsuke.github,GHTeam.Role,0,15,0,0,0,3,0,1,0,1
GitHub API for Java,org.kohsuke.github,GHEventPayload.Team,10,25,2,2,2,10,2,4,0,4
GitHub API for Java,org.kohsuke.github,GHBranchProtection.AllowForcePushes,0,6,0,0,0,3,0,2,0,2
GitHub API for Java,org.kohsuke.github,GHProject,131,104,8,0,25,23,13,12,9,12
GitHub API for Java,org.kohsuke.github,RateLimitTarget,0,33,0,0,0,6,0,1,0,1
GitHub API for Java,org.kohsuke.github,GHLabelBuilder,0,45,0,2,0,9,0,5,0,4
GitHub API for Java,org.kohsuke.github,GHEventPayload.Star,0,7,0,0,0,3,0,2,0,2
GitHub API for Java,org.kohsuke.github,GHTeamBuilder,0,84,0,0,0,18,0,8,0,8
GitHub API for Java,org.kohsuke.github,GHPullRequestSearchBuilder.Sort,0,27,0,0,0,5,0,1,0,1
GitHub API for Java,org.kohsuke.github,GHBranch.Commit,0,3,0,0,0,2,0,1,0,1
GitHub API for Java,org.kohsuke.github,GHEventPayload.Status,5,34,2,2,1,13,2,7,0,7
GitHub API for Java,org.kohsuke.github,GHIssueSearchBuilder,21,30,0,0,5,9,4,6,4,6
GitHub API for Java,org.kohsuke.github,GHMembership.Role,0,15,0,0,0,3,0,1,0,1
GitHub API for Java,org.kohsuke.github,GHMarketplaceAccount,3,28,0,0,1,8,1,7,1,7
GitHub API for Java,org.kohsuke.github.example.dataobject,ReadOnlyObjects.GHMetaGettersFinal,0,63,0,0,0,16,0,8,0,8
GitHub API for Java,org.kohsuke.github.example.dataobject,ReadOnlyObjects.GHMetaGettersUnmodifiable,0,35,0,0,0,10,0,8,0,8
GitHub API for Java,org.kohsuke.github.example.dataobject,ReadOnlyObjects.GHMetaGettersFinalCreator,0,54,0,0,0,17,0,8,0,8
GitHub API for Java,org.kohsuke.github.example.dataobject,ReadOnlyObjects,3,0,0,0,2,0,1,0,1,0
GitHub API for Java,org.kohsuke.github.example.dataobject,ReadOnlyObjects.GHMetaPublic,28,24,0,0,14,9,7,8,7,8
GitHub API for Java,org.kohsuke.github.example.dataobject,ReadOnlyObjects.GHMetaPackage,8,44,0,0,4,19,2,13,2,13
GitHub API for Java,org.kohsuke.github.extras,HttpClientGitHubConnector.HttpClientGitHubConnectorResponse,0,25,0,0,0,7,0,3,0,3
GitHub API for Java,org.kohsuke.github.extras,HttpClientGitHubConnector,17,81,1,5,4,20,1,5,0,3
GitHub API for Java,org.kohsuke.github.authorization,AuthorizationProvider,0,5,0,0,0,1,0,1,0,1
GitHub API for Java,org.kohsuke.github.authorization,OrgAppInstallationAuthorizationProvider,4,6,0,0,0,2,1,1,1,1
GitHub API for Java,org.kohsuke.github.authorization,AppInstallationAuthorizationProvider,5,61,3,1,0,14,2,3,0,3
GitHub API for Java,org.kohsuke.github.authorization,AnonymousAuthorizationProvider,0,5,0,0,0,3,0,2,0,2
GitHub API for Java,org.kohsuke.github.authorization,ImmutableAuthorizationProvider.UserProvider,0,15,0,0,0,6,0,3,0,3
GitHub API for Java,org.kohsuke.github.authorization,ImmutableAuthorizationProvider,0,50,0,0,0,8,0,6,0,6
GitHub API for Java,org.kohsuke.github.extras.authorization,JWTTokenProvider,14,122,1,3,3,29,1,10,0,9
GitHub API for Java,org.kohsuke.github.extras.authorization,JwtBuilderUtil,10,43,0,2,3,13,1,4,1,3
GitHub API for Java,org.kohsuke.github.extras.authorization,JwtBuilderUtil.DefaultBuilderImpl,0,24,0,0,0,8,0,1,0,1
GitHub API for Java,org.kohsuke.github.extras.authorization,JwtBuilderUtil.ReflectionBuilderImpl,7,158,0,0,2,21,0,4,0,4
